"pathway"	"pval"	"padj"	"ES"	"NES"	"nMoreExtreme"	"size"
"REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS"	0.726315789473684	0.929224670463123	0.405818092950698	0.796644989551874	413	6
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING"	0.557723577235772	0.832333661453207	0.400844224822588	0.939118433749716	342	12
"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE"	0.0014903129657228	0.014838065344557	0.808999912656718	2.21554146026964	0	24
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE"	0.00153374233128834	0.014838065344557	0.873495532007376	2.23310817767097	0	17
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS"	0.00140252454417952	0.014838065344557	0.826798911853861	2.40773658013497	0	31
"REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION"	0.0164203612479475	0.0942189004020157	0.731266561483078	1.67678883036111	9	11
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE"	0.018111254851229	0.100923631448524	0.459762465784973	1.50115374665253	13	61
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"	0.00141643059490085	0.014838065344557	0.891660451663656	2.64695571740741	0	35
"REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE"	0.00609756097560976	0.0421010019228823	0.669764420280781	1.75203851233498	3	19
"REACTOME_REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE"	0.00140449438202247	0.014838065344557	0.731842877135793	2.15000010159152	0	33
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C"	0.00152439024390244	0.014838065344557	0.712344831427884	1.86342472208542	0	19
"REACTOME_PHOSPHORYLATION_OF_EMI1"	0.00175438596491228	0.01569515185814	0.928687034922976	1.82306773917805	0	6
"REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS"	0.00125156445556946	0.014838065344557	0.653065090000645	2.19411464166199	0	73
"REACTOME_CONJUGATION_OF_SALICYLATE_WITH_GLYCINE"	0.880070546737213	0.983503955520969	0.339350180505415	0.636792063069191	498	5
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING"	0.0591133004926108	0.23199182080119	0.642848335184691	1.47404648978862	35	11
"REACTOME_SIGNALING_BY_EGFR"	0.339261285909713	0.675431831348686	0.358417863267067	1.10243497761132	247	42
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM"	0.9609375	1	-0.180811136945819	-0.68866094111107	245	48
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A"	0.0014792899408284	0.014838065344557	0.710632485653349	1.97139126698564	0	25
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE"	0.00122699386503067	0.014838065344557	0.782977939273614	2.6901621146598	0	82
"REACTOME_DARPP_32_EVENTS"	0.430594900849858	0.741728690490853	-0.344037333238961	-1.00919570666231	151	16
"REACTOME_GAB1_SIGNALOSOME"	0.944530046224962	1	0.233120385806311	0.589968914691219	612	16
"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING"	0.991909385113269	1	0.196398596062872	0.471550640324256	612	13
"REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE"	0.747303543913713	0.934269794945469	0.306870809619907	0.776612641042445	484	16
"REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE"	0.679506933744222	0.908027090444979	0.3324160802681	0.841261279760509	440	16
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS"	0.653290529695024	0.894712297458864	0.353227558547641	0.862724935291599	406	14
"REACTOME_EGFR_DOWNREGULATION"	0.36480686695279	0.694184049079755	0.376191493803192	1.08110973337064	254	29
"REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES"	0.845614035087719	0.967978614300846	0.33992454335678	0.667292042900085	481	6
"REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA"	0.351428571428571	0.68475075276012	0.377586159593232	1.08824691593526	245	30
"REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE"	0.0133333333333333	0.0795221027479092	0.380422268369665	1.43937353079407	11	189
"REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL"	0.842364532019704	0.967978614300846	-0.287380228976246	-0.71885451718237	341	9
"REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL"	0.687022900763359	0.908027090444979	-0.321118612993447	-0.838573086514532	269	11
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL"	0.39938080495356	0.723932090896214	-0.311555618504689	-1.02253453693085	128	26
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION"	0.375552282768778	0.703737610954106	0.386909057018254	1.07988787477507	254	26
"REACTOME_SIGNALING_BY_PDGF"	0.904382470119522	0.992673107044119	0.217086723860967	0.694750215654874	680	52
"REACTOME_SIGNALING_BY_NTRK1_TRKA"	0.245501285347044	0.560376047760605	0.351556992631232	1.15604649197625	190	65
"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21"	0.00131926121372032	0.014838065344557	0.605838071753477	1.95652312139713	0	56
"REACTOME_SIGNALLING_TO_ERKS"	0.640532544378698	0.88727282071708	0.315443586676719	0.875083456717259	432	25
"REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE"	0.30550918196995	0.639455696601254	0.511897532229535	1.14764120787074	182	10
"REACTOME_CELLULAR_HEXOSE_TRANSPORT"	0.708823529411765	0.922946051890425	-0.273334764526789	-0.812797315062268	240	18
"REACTOME_METABOLISM_OF_PORPHYRINS"	0.930434782608696	1	0.218482829736772	0.616935096664725	641	27
"REACTOME_HEME_BIOSYNTHESIS"	0.878552971576227	0.983503955520969	-0.243807397037004	-0.65999961050726	339	12
"REACTOME_HEME_DEGRADATION"	0.765793528505393	0.947290274684484	0.301375364990823	0.762705056373894	496	16
"REACTOME_SIGNALING_BY_FGFR"	0.123425692695214	0.374781665410285	0.377418648223512	1.26061125903255	97	72
"REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION"	0.183462532299742	0.474777066480202	-0.465941564061809	-1.26132863291782	70	12
"REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION"	0.537142857142857	0.821512605042017	-0.319191101804111	-0.942464835304158	187	17
"REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION"	0.837742504409171	0.967386209116489	0.356156797109303	0.668329750906761	474	5
"REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION"	0.171837708830549	0.457500715990453	-0.565364658746372	-1.28780060872045	71	7
"REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION"	0.156327543424318	0.42714126807564	-0.515331212959386	-1.32657889003018	62	10
"REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION"	0.356234096692112	0.686875477283516	-0.41157744737334	-1.07479839666185	139	11
"REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION"	0.847341337907376	0.967978614300846	0.331162877067281	0.678540797743118	493	7
"REACTOME_GAP_JUNCTION_ASSEMBLY"	0.342253521126761	0.675529001742594	0.376617918855762	1.09812423416762	242	32
"REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE"	0.0705521472392638	0.259731798686139	0.571364913116181	1.46070542224964	45	17
"REACTOME_GAP_JUNCTION_DEGRADATION"	0.0567612687813022	0.225958735052839	0.659481779284708	1.47851555847642	33	10
"REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI"	0.11264367816092	0.356249464769434	-0.68009463256406	-1.40087494908218	48	5
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING"	0.362768496420048	0.693050261817405	-0.479736551117357	-1.09275493789139	151	7
"REACTOME_CHOLESTEROL_BIOSYNTHESIS"	0.798807749627422	0.950798351487861	0.271615750003603	0.743851693900698	535	24
"REACTOME_SNRNP_ASSEMBLY"	0.00133511348464619	0.014838065344557	0.718388335161467	2.27693714283248	0	49
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS"	0.311643835616438	0.644546897437835	-0.317059071211243	-1.08625613994717	90	32
"REACTOME_DIGESTION_OF_DIETARY_LIPID"	0.159722222222222	0.432862830256967	-0.605578271915018	-1.31799541705464	68	6
"REACTOME_ANDROGEN_BIOSYNTHESIS"	0.864077669902913	0.975458102251321	0.285020468649062	0.684330678483871	533	13
"REACTOME_ESTROGEN_BIOSYNTHESIS"	0.996587030716723	1	0.176068871701494	0.374349927863601	583	8
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL"	0.477341389728097	0.77719772261013	-0.305544119442976	-0.986466131266621	157	24
"REACTOME_P75NTR_SIGNALS_VIA_NF_KB"	0.36055469953775	0.690599709483295	0.430399477612455	1.08923255172399	233	16
"REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK"	0.740987983978638	0.932680790726516	0.259559260935815	0.822674997719821	554	49
"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR"	0.161936560934891	0.436461618251077	0.580668732396231	1.30182179725994	96	10
"REACTOME_P75NTR_REGULATES_AXONOGENESIS"	0.673076923076923	0.901842707455137	-0.347179476355557	-0.829615619479216	279	8
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING"	0.29064039408867	0.620032840722496	0.325717181747191	1.11297297729024	235	79
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL"	0.675461741424802	0.90423840525412	-0.299198444340311	-0.843703072248512	255	14
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL"	0.839313572542902	0.967978614300846	0.285726784358187	0.712908024741518	537	15
"REACTOME_MINERALOCORTICOID_BIOSYNTHESIS"	0.483173076923077	0.783625730994152	-0.405426159254556	-0.968801145141954	200	8
"REACTOME_GLUCOCORTICOID_BIOSYNTHESIS"	0.586991869918699	0.851629566371392	0.390137191352864	0.914033445917738	360	12
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM"	0.162361623616236	0.436461618251077	-0.328638712427295	-1.20714286501284	43	42
"REACTOME_SIGNALING_BY_VEGF"	0.43030303030303	0.741728690490853	-0.232915618047488	-1.02200224648941	70	95
"REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS"	0.875894988066826	0.982135620042586	-0.295978000202332	-0.674185488837598	366	7
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"	0.00123915737298637	0.014838065344557	0.524596836994414	1.77661413344945	0	75
"REACTOME_RHO_GTPASE_EFFECTORS"	0.00108342361863489	0.014838065344557	0.488806558372951	1.87514264333051	0	228
"REACTOME_SIGNALING_BY_WNT"	0.00108342361863489	0.014838065344557	0.417895970056596	1.60248122087122	0	226
"REACTOME_METABOLISM_OF_STEROID_HORMONES"	0.595303867403315	0.854058162147663	0.301067309145763	0.906137931867706	430	37
"REACTOME_PREGNENOLONE_BIOSYNTHESIS"	0.943238731218698	1	0.260656830068273	0.584375779262747	564	10
"REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE"	0.352850539291217	0.685875404717624	0.432692588669602	1.09503583759696	228	16
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING"	0.993431855500821	1	0.196378617567774	0.450294721245802	604	11
"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING"	0.823218997361478	0.961651186790506	-0.262386814528436	-0.739898771944638	311	14
"REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM"	0.190243902439024	0.485160152806347	0.543473883793306	1.27327852299167	116	12
"REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES"	0.340523882896764	0.675431831348686	0.442305561071326	1.11936384681497	220	16
"REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM"	0.124681933842239	0.377219523479065	-0.512508769004149	-1.33837168852726	48	11
"REACTOME_COENZYME_A_BIOSYNTHESIS"	0.115740740740741	0.359410998697786	-0.644884789841857	-1.403543087588	49	6
"REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM"	0.0904436860068259	0.309031403522296	0.68224891664341	1.4505677821545	52	8
"REACTOME_NICOTINATE_METABOLISM"	0.433544303797468	0.742299762293583	-0.29826052947083	-1.00572143135492	136	28
"REACTOME_VITAMIN_B1_THIAMIN_METABOLISM"	0.783068783068783	0.950126655869773	0.388264605684649	0.728580190829538	443	5
"REACTOME_VITAMIN_C_ASCORBATE_METABOLISM"	0.401442307692308	0.726086956521739	-0.436018313747018	-1.04190376476362	166	8
"REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM"	0.0842105263157895	0.294517807122849	0.735674171833686	1.44417203942958	47	6
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS"	0.525686977299881	0.81145002803989	0.273965128895733	0.973724732114369	439	103
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"	0.900789177001127	0.992673107044119	0.204957655253362	0.767190294209018	798	160
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS"	0.987915407854985	1	-0.162867892377011	-0.525828021149932	326	24
"REACTOME_NICOTINAMIDE_SALVAGING"	0.36	0.690599709483295	-0.354431109742989	-1.04651682199962	125	17
"REACTOME_SIGNALING_BY_NOTCH1"	0.729607250755287	0.929224670463123	0.30771308356807	0.799589410352903	482	18
"REACTOME_PI3K_AKT_ACTIVATION"	0.870192307692308	0.979702300405954	-0.287562384204553	-0.687155381461714	361	8
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL"	0.42200328407225	0.736555587854444	0.453131772723576	1.03902781175124	256	11
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS"	0.0496277915632754	0.207489058194197	-0.595323678173712	-1.53249755563052	19	10
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"	0.639072847682119	0.886920115548829	-0.261019303248695	-0.88717668937194	192	30
"REACTOME_ERK_MAPK_TARGETS"	0.23121387283237	0.540365006170033	-0.392335713867353	-1.18031845821974	79	19
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL"	0.981818181818182	1	-0.163827553234654	-0.718853157406318	161	95
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM"	0.50381679389313	0.796677759461653	-0.366716500497151	-0.957647969487148	197	11
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK"	0.848448687350835	0.967978614300846	0.218194047798077	0.778236679163263	710	105
"REACTOME_CREB_PHOSPHORYLATION"	0.253859348198971	0.571858152372361	0.594034397494963	1.21715506741776	147	7
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT"	0.0873015873015873	0.302230467597082	-0.253178354444759	-1.20006225087463	10	143
"REACTOME_MEMBRANE_TRAFFICKING"	0.291203235591507	0.620438135754503	0.26722397609501	1.07583852977597	287	537
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING"	0.173690932311622	0.459493976735356	0.363167843358114	1.20406507052486	135	68
"REACTOME_CARNITINE_METABOLISM"	0.0237467018469657	0.121210159120708	-0.593673302208845	-1.67408620753326	8	14
"REACTOME_SIGNALING_BY_BMP"	0.458333333333333	0.762666666666667	-0.296257864248522	-0.986035733842163	142	27
"REACTOME_SIGNALING_BY_ALK"	0.057784911717496	0.228938316899794	0.607790737147142	1.48447144535406	35	14
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT"	0.00114155251141553	0.014838065344557	0.460453244282259	1.70439583900504	0	146
"REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL"	0.187719298245614	0.481301867920958	0.657086858300163	1.2899004811715	106	6
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX"	0.0903614457831325	0.309031403522296	0.516825152879295	1.40222684993805	59	23
"REACTOME_G_PROTEIN_ACTIVATION"	0.791540785498489	0.950126655869773	-0.241298494396653	-0.779045568547918	261	24
"REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION"	0.699537750385208	0.920341566728271	0.324643089805048	0.82158980087405	453	16
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES"	0.252830188679245	0.570840480274443	-0.297798279124938	-1.12341420860366	66	46
"REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS"	0.495750708215297	0.793201133144476	-0.3278162585232	-0.961612966712325	174	16
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS"	0.797101449275362	0.950126655869773	0.267501786419838	0.755351075696608	549	27
"REACTOME_KERATAN_SULFATE_DEGRADATION"	0.986979166666667	1	-0.183889758223439	-0.510407360926183	378	13
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS"	0.945121951219512	1	0.233141297779492	0.609874935360385	619	19
"REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS"	0.686143572621035	0.908027090444979	0.365138213727715	0.818616293806119	410	10
"REACTOME_HS_GAG_BIOSYNTHESIS"	0.577557755775578	0.846120891572343	-0.272566531264957	-0.916901378093811	174	29
"REACTOME_TCR_SIGNALING"	0.003584229390681	0.0269871389415981	0.455888916745353	1.61524581183302	2	99
"REACTOME_HS_GAG_DEGRADATION"	0.985422740524781	1	-0.179691478561998	-0.556033813603564	337	21
"REACTOME_CS_DS_DEGRADATION"	0.489583333333333	0.785940605750497	-0.346361895894683	-0.961367630894308	187	13
"REACTOME_DOWNSTREAM_TCR_SIGNALING"	0.00488400488400488	0.0348797602016486	0.463744064057749	1.59996538023505	3	85
"REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS"	0.469656992084433	0.772242326905629	-0.344552181491818	-0.971595072011569	177	14
"REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE"	0.299741602067183	0.631527247561003	-0.411746560967185	-1.11461987277113	115	12
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES"	0.728787878787879	0.929224670463123	0.305745627560618	0.808405532571951	480	20
"REACTOME_CALCINEURIN_ACTIVATES_NFAT"	0.512520868113522	0.799957267239998	0.432986248910772	0.970727206921881	306	10
"REACTOME_ERKS_ARE_INACTIVATED"	0.315104166666667	0.647325102880658	-0.405242070706451	-1.12479638803058	120	13
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"	0.902055622732769	0.992673107044119	0.209700786776248	0.72845879688615	745	88
"REACTOME_SIGNALING_BY_HIPPO"	0.880664652567976	0.983507370384639	0.263750439196504	0.685352912889061	582	18
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS"	0.142312579415502	0.406886824995524	0.372119599008634	1.23483715223343	111	70
"REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"	0.552870090634441	0.832333661453207	0.356891274277354	0.927378453494971	365	18
"REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION"	0.269230769230769	0.595744680851064	-0.487014987889139	-1.16376476257924	111	8
"REACTOME_ENOS_ACTIVATION"	0.166666666666667	0.445157838416265	-0.460236810898275	-1.27744067054698	63	13
"REACTOME_MICRORNA_MIRNA_BIOGENESIS"	0.787719298245614	0.950126655869773	0.374388188029897	0.73494622177345	448	6
"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT"	0.115207373271889	0.359410998697786	-0.312977429440363	-1.26014815172723	24	66
"REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX"	0.963172804532578	1	-0.194991584659611	-0.571986383632024	339	16
"REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM"	0.198966408268734	0.494602259826364	-0.454229207250429	-1.22962265915502	76	12
"REACTOME_LINOLEIC_ACID_LA_METABOLISM"	0.711217183770883	0.922946051890425	-0.34869165698305	-0.794257867327996	297	7
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE"	0.529562982005141	0.814411092473711	0.295259440967911	0.970919788564311	411	65
"REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS"	0.256821829855538	0.575945451320235	0.48493416737696	1.18440588240384	159	14
"REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES"	0.233009708737864	0.543030303030303	0.510318958219132	1.22526961160559	143	13
"REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL"	0.58252427184466	0.848482896693128	0.379239174377425	0.910548644942802	359	13
"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES"	0.863496932515337	0.975458102251321	0.270571595863036	0.691721504263092	562	17
"REACTOME_GLYCOPROTEIN_HORMONES"	0.201970443349754	0.498633260732923	-0.497928848119462	-1.24552201444476	81	9
"REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS"	0.432569974554707	0.742299762293583	-0.385561074224826	-1.00685892056705	169	11
"REACTOME_THYROXINE_BIOSYNTHESIS"	0.686143572621035	0.908027090444979	0.365654416192488	0.819773586394731	410	10
"REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE"	0.573099415204678	0.845744585991048	-0.28740871705168	-0.909077844616026	195	22
"REACTOME_PECAM1_INTERACTIONS"	0.595533498759305	0.854058162147663	-0.346739154584401	-0.892584868238575	239	10
"REACTOME_TIE2_SIGNALING"	0.968571428571429	1	-0.192978586545724	-0.569801384681653	338	17
"REACTOME_GENE_SILENCING_BY_RNA"	0.0219478737997256	0.115940514294424	0.503309704517327	1.53841820462574	15	41
"REACTOME_BIOLOGICAL_OXIDATIONS"	0.79490022172949	0.950126655869773	0.225678265881944	0.854997903286646	716	198
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE"	0.992356687898089	1	0.169537326477776	0.559645748871674	778	66
"REACTOME_VITAMINS"	0.858796296296296	0.970813204508857	-0.3122185904796	-0.679520204828482	370	6
"REACTOME_FATTY_ACIDS"	0.985436893203884	1	0.201300366202371	0.4833197308083	608	13
"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS"	0.993865030674847	1	-0.163441294945379	-0.723624083933655	161	100
"REACTOME_MISCELLANEOUS_SUBSTRATES"	0.766826923076923	0.947290274684484	-0.321320105174795	-0.76782239809795	318	8
"REACTOME_ENDOGENOUS_STEROLS"	0.930780559646539	1	0.218008047217398	0.608474375368144	631	26
"REACTOME_EICOSANOIDS"	0.505747126436782	0.796677759461653	0.42946048625382	0.984749726517502	307	11
"REACTOME_XENOBIOTICS"	0.275316455696203	0.606790175203286	-0.333026441872387	-1.12295056403596	86	28
"REACTOME_CYP2E1_REACTIONS"	0.555831265508685	0.832333661453207	-0.357413952142673	-0.920064207234613	223	10
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION"	0.0027359781121751	0.0224269338850215	0.592057947176897	1.82890416604907	1	43
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS"	0.23873121869783	0.547174583902464	0.542547266385651	1.21635593242634	142	10
"REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA"	0.251170046801872	0.568635316841245	0.476364008670525	1.18856104177314	160	15
"REACTOME_GENERIC_TRANSCRIPTION_PATHWAY"	0.00100806451612903	0.014838065344557	0.389053450129204	1.57707880552679	0	707
"REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE"	0.985422740524781	1	-0.178421594390698	-0.552104308741937	337	21
"REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA"	0.793269230769231	0.950126655869773	-0.311126932465419	-0.743464923455391	329	8
"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES"	0.754966887417219	0.940318039417853	-0.238392285520649	-0.81026987662483	227	30
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"	0.0736342042755344	0.265785934738589	0.369463767440273	1.32067575338392	61	110
"REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET"	0.627684964200477	0.877277253822272	-0.378225152874066	-0.861529942788863	262	7
"REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS"	0.235087719298246	0.54482724918145	0.629022692005014	1.23480885797052	133	6
"REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX"	0.277272727272727	0.609487210279813	0.440371189518134	1.16436172393395	182	20
"REACTOME_SYNTHESIS_OF_LIPOXINS_LX"	0.213403880070547	0.519157977247646	0.670869985254487	1.25889039258839	120	5
"REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES"	0.120068610634648	0.367268691353042	0.676170282558284	1.38544853517525	69	7
"REACTOME_ARACHIDONIC_ACID_METABOLISM"	0.566489361702128	0.840200602001619	0.292450435068249	0.933948816238211	425	51
"REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES"	0.191228070175439	0.485160152806347	0.653759887271208	1.28336943968607	108	6
"REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE"	0.233990147783251	0.543039896668522	-0.475631996571596	-1.18974854488067	94	9
"REACTOME_HYALURONAN_METABOLISM"	0.105714285714286	0.342901698691172	-0.460415000075202	-1.35945189187554	36	17
"REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT"	0.319540229885057	0.6521516300776	-0.547016330181503	-1.12675712613855	138	5
"REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS"	0.604340567612688	0.857018343171824	0.398200828684424	0.892740541287877	361	10
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS"	0.98586118251928	1	0.179804331481687	0.591261647495023	766	65
"REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION"	0.224806201550388	0.531360112755462	-0.444386967850432	-1.20297919283914	86	12
"REACTOME_ABACAVIR_ADME"	0.833333333333333	0.96699209669921	-0.329003355870093	-0.716050980265735	359	6
"REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX"	0.816793893129771	0.957144393076013	-0.288555370217538	-0.75353703473614	320	11
"REACTOME_DAP12_INTERACTIONS"	0.237026647966339	0.546277482293613	0.397062234627018	1.18515909030597	168	36
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"	0.897260273972603	0.992053884312565	-0.210263117806417	-0.72036924176026	261	32
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING"	0.0231124807395994	0.118701135650288	0.660742409632985	1.67217243122408	14	16
