id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Nelfa	4	0.99786	0.99956	1.0	19281	0	0.5027	0.0021365	0.0047675	0.142269	601	4	0.5027
Snrpa1	4	0.97789	0.99118	1.0	18678	0	0.79625	0.0021375	0.0047675	0.142269	602	2	0.79625
Cic	4	0.97164	0.98847	1.0	18514	0	0.47307	0.0021675	0.0047675	0.142269	603	3	0.47307
Scgb2b17	4	0.88917	0.94304	1.0	16789	0	0.54249	0.0021738	0.0047675	0.142269	604	2	0.54249
Cdc42	4	0.71978	0.81941	1.0	13577	1	0.72173	0.0021839	0.004768	0.142269	605	3	0.72173
Bms1	4	0.70645	0.81088	1.0	13364	1	0.3497	0.0021875	0.004768	0.142269	606	3	0.3497
Cep83	4	0.92207	0.96062	1.0	17476	0	0.55053	0.0022052	0.004768	0.142269	607	3	0.55053
Cep192	4	0.96197	0.98413	1.0	18293	0	0.97062	0.0022075	0.004768	0.142269	608	3	0.97062
Xrn1	4	0.99778	0.99956	1.0	19278	0	0.5901	0.0022213	0.004768	0.142269	609	4	0.5901
Pcna	4	0.86138	0.92545	1.0	16240	0	1.1302	0.0022217	0.004768	0.142269	610	3	1.1302
Prelid1	4	0.99778	0.99956	1.0	19277	0	0.77626	0.0022233	0.004768	0.142269	611	4	0.77626
Gnl3	4	0.99316	0.99825	1.0	19085	0	1.2071	0.0022315	0.004768	0.142269	612	4	1.2071
Pold1	4	0.99776	0.99956	1.0	19276	0	0.82366	0.0022352	0.004768	0.142269	613	4	0.82366
Rbm19	4	0.99776	0.99956	1.0	19275	0	0.91736	0.0022357	0.004768	0.142269	614	4	0.91736
Atad2b	4	0.33329	0.59706	1.0	8898	1	0.3483	0.0022377	0.004768	0.142269	615	2	0.3483
Atp5b	4	0.99585	0.99909	1.0	19178	0	0.79441	0.0022443	0.004768	0.142269	616	4	0.79441
Ticrr	4	0.96284	0.98431	1.0	18311	0	1.1437	0.0022614	0.0048058	0.142269	617	2	1.1437
Ssrp1	3	0.99773	0.99977	1.0	19274	0	0.93666	0.0022687	0.0033729	0.142269	618	3	0.93666
Ccs	4	0.99773	0.99951	1.0	19273	0	0.46555	0.0022727	0.0048173	0.142269	619	4	0.46555
Rab6a	4	0.76944	0.8597	1.0	14491	0	0.65587	0.0022901	0.0048288	0.142269	620	3	0.65587
Nudc	4	0.9977	0.9995	1.0	19272	0	0.83323	0.0022974	0.0048288	0.142269	621	4	0.83323
Rrp9	4	0.9221	0.96062	1.0	17477	0	0.76217	0.0023131	0.0048293	0.142269	622	3	0.76217
Snrnp200	4	0.29373	0.54592	1.0	8054	1	0.98289	0.0023147	0.0048293	0.142269	623	3	0.98289
Ceacam1	4	0.99768	0.9995	1.0	19271	0	0.32729	0.0023234	0.0048293	0.142269	624	4	0.32729
Fcf1	4	0.8765	0.93672	1.0	16522	0	0.85379	0.0023368	0.0048441	0.142269	625	3	0.85379
Gm13276	4	0.99766	0.99948	1.0	19270	0	0.38909	0.0023373	0.0048441	0.142269	626	4	0.38909
Ppp1r8	4	0.99766	0.99948	1.0	19269	0	0.63468	0.0023432	0.0048446	0.142269	627	4	0.63468
Nelfcd	4	0.9974	0.99947	1.0	19252	0	0.86119	0.0023479	0.0048556	0.142269	628	4	0.86119
Gm14393	4	0.99505	0.99881	1.0	19147	0	1.0804	0.0023508	0.0048556	0.142269	629	4	1.0804
Megf9	4	0.99764	0.99948	1.0	19267	0	0.54755	0.0023555	0.0048556	0.142269	630	4	0.54755
Alg3	4	0.87325	0.93623	1.0	16456	0	0.73758	0.002356	0.0048556	0.142269	631	3	0.73758
Syvn1	4	0.95323	0.97866	1.0	18102	0	0.59495	0.0023595	0.0048561	0.142269	632	2	0.59495
Hist1h2bb	4	0.89407	0.94709	1.0	16877	0	0.97722	0.0023652	0.0048561	0.142269	633	3	0.97722
Mdm4	4	0.24177	0.48906	1.0	6977	1	0.7845	0.0024256	0.00487	0.142269	634	3	0.7845
Hspa14	4	0.99757	0.99948	1.0	19265	0	0.71107	0.0024279	0.00487	0.142269	635	4	0.71107
Cstf2t	4	0.99757	0.99948	1.0	19264	0	0.39253	0.0024329	0.00487	0.142269	636	4	0.39253
Xrcc2	4	0.99755	0.99948	1.0	19262	0	0.80474	0.0024533	0.0048705	0.142269	637	4	0.80474
Vmn1r28	4	0.99754	0.99948	1.0	19261	0	0.51599	0.0024605	0.0048705	0.142269	638	4	0.51599
Ube2t	4	0.99753	0.99948	1.0	19260	0	0.5584	0.0024745	0.0048705	0.142269	639	4	0.5584
Srrd	4	0.99751	0.99948	1.0	19258	0	0.54459	0.0024885	0.0048705	0.142269	640	4	0.54459
Snrpb2	4	0.9635	0.98448	1.0	18330	0	0.85154	0.0024924	0.0048705	0.142269	641	3	0.85154
Hexim1	4	0.99312	0.99825	1.0	19082	0	0.65762	0.0024984	0.0048705	0.142269	642	4	0.65762
Kmt2c	4	0.98014	0.99215	1.0	18733	0	0.53325	0.0025104	0.0048705	0.142269	643	3	0.53325
Mmachc	4	0.99746	0.99947	1.0	19256	0	0.84023	0.0025444	0.0048834	0.142269	644	4	0.84023
Smg7	4	0.94379	0.9727	1.0	17918	0	0.6417	0.0025678	0.0048839	0.142269	645	3	0.6417
Gm20852	4	0.94838	0.97583	1.0	18004	0	0.60604	0.002571	0.0048839	0.142269	646	3	0.60604
Vmn1r163	3	0.99741	0.99972	1.0	19254	0	0.5032	0.002594	0.003416	0.142269	647	3	0.5032
Tnrc18	4	0.97733	0.99082	1.0	18667	0	0.86708	0.0025952	0.0049021	0.142269	648	3	0.86708
Zfp652	4	0.4514	0.665	1.0	10201	1	0.78057	0.0025982	0.0049021	0.142269	649	3	0.78057
Tubgcp2	4	0.9974	0.99947	1.0	19253	0	0.47634	0.0026008	0.0049021	0.142269	650	4	0.47634
Klhdc2	4	0.99739	0.99947	1.0	19251	0	0.36876	0.0026124	0.0049021	0.142269	651	4	0.36876
Ppa2	4	0.99725	0.99944	1.0	19244	0	0.54585	0.0026239	0.0049021	0.142269	652	4	0.54585
Rqcd1	4	0.99736	0.99947	1.0	19250	0	0.66188	0.0026387	0.0049026	0.142269	653	4	0.66188
Aurka	4	0.98507	0.99468	1.0	18858	0	0.79638	0.0026411	0.0049026	0.142269	654	3	0.79638
Actr8	4	0.95462	0.97955	1.0	18129	0	0.66141	0.0026627	0.0049026	0.142269	655	3	0.66141
Snrpe	4	0.99733	0.99946	1.0	19249	0	1.0339	0.0026693	0.0049122	0.142269	656	4	1.0339
Haus8	4	0.99732	0.99944	1.0	19248	0	0.6239	0.0026752	0.0049246	0.142269	657	4	0.6239
Sult3a1	4	0.99732	0.99944	1.0	19247	0	0.33326	0.0026799	0.0049246	0.142269	658	4	0.33326
Prepl	4	0.99732	0.99944	1.0	19246	0	0.32971	0.0026847	0.0049246	0.142269	659	4	0.32971
Paics	4	0.99354	0.99832	1.0	19099	0	0.71612	0.0026906	0.0049251	0.142269	660	4	0.71612
Dpm2	4	0.80067	0.87978	1.0	15063	0	0.70209	0.0026968	0.0049251	0.142269	661	3	0.70209
BC003331	4	0.9973	0.99944	1.0	19245	0	0.40041	0.0027007	0.0049251	0.142269	662	4	0.40041
Thoc7	4	0.9865	0.9949	1.0	18899	0	0.88126	0.0027107	0.0049462	0.142269	663	3	0.88126
Prcc	4	0.98854	0.99624	1.0	18957	0	0.73865	0.0027186	0.0049462	0.142269	664	3	0.73865
Mcm10	4	0.97459	0.98996	1.0	18587	0	0.93028	0.0027436	0.0049467	0.142269	665	3	0.93028
Mybbp1a	4	0.99724	0.99944	1.0	19243	0	0.77404	0.0027633	0.0049467	0.142269	666	4	0.77404
Gm21541	4	0.98557	0.99483	1.0	18875	0	0.6304	0.0027768	0.0049467	0.142269	667	3	0.6304
Hist1h2ao	4	0.99721	0.99942	1.0	19242	0	0.79245	0.0027858	0.004963	0.142269	668	4	0.79245
Nudt21	4	0.92523	0.96205	1.0	17534	0	0.78771	0.0028004	0.0049634	0.142269	669	3	0.78771
Akap7	4	0.99719	0.99942	1.0	19241	0	0.41749	0.002806	0.0049634	0.142269	670	4	0.41749
Prpf40a	4	0.99719	0.99942	1.0	19240	0	0.90818	0.0028066	0.0049634	0.142269	671	4	0.90818
Chmp6	4	0.99718	0.99941	1.0	19239	0	0.944	0.0028176	0.0049764	0.142269	672	4	0.944
Dok1	4	0.99551	0.99898	1.0	19164	0	0.58187	0.0028244	0.0049764	0.142269	673	4	0.58187
Gm10767	4	0.99717	0.99941	1.0	19238	0	0.73828	0.0028275	0.0049764	0.142269	674	4	0.73828
Tyms	4	0.99716	0.99941	1.0	19237	0	0.83221	0.0028411	0.0049764	0.142269	675	4	0.83221
Adgre1	4	0.96446	0.98518	1.0	18349	0	0.63146	0.0028417	0.0049764	0.142269	676	3	0.63146
Eftud1	4	0.72285	0.82503	1.0	13633	1	0.74401	0.002845	0.0049764	0.142269	677	3	0.74401
Eef2	4	0.99714	0.99941	1.0	19236	0	0.78346	0.002856	0.0049764	0.142269	678	4	0.78346
Edf1	4	0.82602	0.89617	1.0	15528	0	0.75767	0.0028818	0.0049768	0.142269	679	3	0.75767
Olfr1466	4	0.6765	0.79954	1.0	12880	1	0.24571	0.0028907	0.0049768	0.142269	680	2	0.24571
Snx27	4	0.79985	0.87811	1.0	15049	0	0.49352	0.0028934	0.0049768	0.142269	681	3	0.49352
Dtymk	4	0.73074	0.8297	1.0	13772	1	1.0551	0.0029003	0.0049768	0.142269	682	3	1.0551
Rnaseh2c	4	0.99636	0.99921	1.0	19204	0	0.78944	0.0029058	0.0049768	0.142269	683	4	0.78944
Sema6c	4	0.99709	0.99941	1.0	19233	0	0.43805	0.0029092	0.0049768	0.142269	684	4	0.43805
Ddx52	4	0.99698	0.99936	1.0	19225	0	0.81215	0.0029143	0.0049768	0.142269	685	4	0.81215
Nmt1	4	0.99708	0.99941	1.0	19232	0	0.5502	0.0029174	0.0049768	0.142269	686	4	0.5502
Vmn2r46	4	0.98998	0.99697	1.0	19002	0	0.91266	0.0029318	0.0049922	0.142269	687	3	0.91266
Nus1	4	0.94676	0.97457	1.0	17977	0	0.74542	0.0029409	0.0049922	0.142269	688	3	0.74542
Znhit2	4	0.99687	0.99933	1.0	19218	0	0.89242	0.0029411	0.0049922	0.142269	689	4	0.89242
Fli1	4	0.99706	0.99939	1.0	19230	0	0.59106	0.0029434	0.0049922	0.142269	690	4	0.59106
Tmem41b	4	0.99704	0.99939	1.0	19229	0	0.43812	0.00296	0.0049927	0.142269	691	4	0.43812
Cnot2	4	0.97917	0.99151	1.0	18711	0	0.77674	0.0029752	0.0050176	0.142269	692	3	0.77674
Prkrir	4	0.66663	0.79295	1.0	12720	1	0.48218	0.0029804	0.005018	0.142269	693	2	0.48218
Gm13251	4	0.89279	0.94486	1.0	16853	0	0.45208	0.0029837	0.005018	0.142269	694	2	0.45208
Foxk1	4	0.97839	0.99129	1.0	18688	0	0.61266	0.0029847	0.005018	0.142269	695	3	0.61266
Tln1	4	0.89187	0.94486	1.0	16838	0	0.8266	0.0029869	0.005018	0.142269	696	3	0.8266
Serbp1	4	0.95981	0.98318	1.0	18242	0	0.6131	0.0029989	0.0050391	0.142269	697	3	0.6131
Alg13	4	0.97086	0.98817	1.0	18495	0	0.92791	0.003	0.0050391	0.142269	698	3	0.92791
Ddx23	4	0.99699	0.99938	1.0	19227	0	1.0473	0.0030082	0.0050396	0.142269	699	4	1.0473
Dcp2	4	0.99698	0.99938	1.0	19226	0	0.40434	0.0030153	0.0050396	0.142269	700	4	0.40434
Cox17	4	0.99697	0.99935	1.0	19224	0	0.52367	0.0030309	0.0050712	0.142269	701	4	0.52367
Smc1a	4	0.98134	0.99286	1.0	18758	0	0.82952	0.0030329	0.0050712	0.142269	702	3	0.82952
Olfr870	4	0.96433	0.985	1.0	18347	0	0.53578	0.0030514	0.0050712	0.142269	703	3	0.53578
Ppfia1	4	0.46871	0.6735	1.0	10389	1	0.5076	0.0030562	0.0050717	0.142269	704	3	0.5076
Cdk1	4	0.97612	0.99033	1.0	18623	0	1.0138	0.0030574	0.0050717	0.142269	705	3	1.0138
Zfp574	4	0.79352	0.87567	1.0	14926	0	0.83969	0.0030766	0.0050717	0.142269	706	3	0.83969
Psmg1	4	0.99692	0.99933	1.0	19223	0	0.43653	0.0030845	0.0050885	0.142269	707	4	0.43653
Trim38	4	0.99688	0.99933	1.0	19219	0	0.38013	0.0031189	0.0050889	0.142269	708	4	0.38013
Bod1l	4	0.99193	0.99758	1.0	19046	0	0.69856	0.0031287	0.0050889	0.142269	709	4	0.69856
AU019823	4	0.93541	0.9685	1.0	17748	0	0.632	0.003129	0.0050889	0.142269	710	2	0.632
Bhlhe41	4	0.94113	0.97163	1.0	17856	0	0.51715	0.0031336	0.0050889	0.142269	711	3	0.51715
Olfr676	4	0.99686	0.99933	1.0	19217	0	0.29597	0.0031369	0.0050889	0.142269	712	4	0.29597
Skp2	4	0.96243	0.98431	1.0	18303	0	0.70752	0.0031458	0.0050889	0.142269	713	3	0.70752
Irf2bp2	3	0.99685	0.99955	1.0	19216	0	0.53603	0.0031522	0.0036283	0.142269	714	3	0.53603
Zfp943	4	0.44012	0.66315	1.0	10084	1	0.55392	0.003176	0.0051388	0.142269	715	3	0.55392
Speer4b	4	0.9968	0.99929	1.0	19214	0	0.71438	0.0031994	0.0051392	0.142269	716	4	0.71438
Ubtf	4	0.96692	0.98649	1.0	18409	0	1.0202	0.0032131	0.0051392	0.142269	717	3	1.0202
Rps3	4	0.94091	0.97163	1.0	17855	0	1.4304	0.0032402	0.0051522	0.142269	718	3	1.4304
Hist1h3e	4	0.9285	0.96341	1.0	17607	0	1.0499	0.0032924	0.0051527	0.142269	719	3	1.0499
Ddx20	4	0.99133	0.99735	1.0	19032	0	0.65487	0.0032961	0.0051527	0.142269	720	4	0.65487
Eif4e2	4	0.85388	0.91897	1.0	16096	0	0.48937	0.0033087	0.0051527	0.142269	721	3	0.48937
Top2b	4	0.94138	0.97163	1.0	17861	0	0.62497	0.0033151	0.0051527	0.142269	722	3	0.62497
Cdc6	4	0.99045	0.99707	1.0	19012	0	0.76389	0.0033201	0.0051527	0.142269	723	4	0.76389
Tyrobp	4	0.99668	0.99927	1.0	19213	0	0.81326	0.0033223	0.0051527	0.142269	724	4	0.81326
Cycs	4	0.97119	0.98817	1.0	18503	0	0.65811	0.0033506	0.0051766	0.142269	725	3	0.65811
Atp2a2	4	0.99662	0.99925	1.0	19211	0	0.73534	0.0033798	0.0051771	0.142269	726	4	0.73534
Uqcr10	4	0.8836	0.9392	1.0	16678	0	0.53494	0.0033903	0.0051771	0.142269	727	3	0.53494
Hist1h3g	4	0.92267	0.96062	1.0	17490	0	1.0089	0.003398	0.0051991	0.142269	728	3	1.0089
Adck1	4	0.9966	0.99923	1.0	19210	0	0.358	0.0033982	0.0051991	0.142269	729	4	0.358
Ttk	4	0.98908	0.99654	1.0	18969	0	0.75403	0.0033984	0.0051991	0.142269	730	3	0.75403
Metap2	4	0.98113	0.99285	1.0	18750	0	1.1808	0.0034123	0.0051996	0.142269	731	3	1.1808
BC052040	4	0.78783	0.87314	1.0	14825	0	0.48013	0.0034328	0.0052183	0.142269	732	3	0.48013
Plrg1	4	0.98647	0.9949	1.0	18898	0	0.97162	0.003451	0.0052183	0.142269	733	3	0.97162
Eif2s3x	4	0.99655	0.99923	1.0	19208	0	0.41808	0.003453	0.0052183	0.142269	734	4	0.41808
Cdc26	4	0.15436	0.37367	1.0	5078	2	0.36622	0.0034542	0.0052183	0.142269	735	2	0.36622
Cd209g	4	0.99443	0.9987	1.0	19125	0	0.56459	0.0034627	0.0052183	0.142269	736	4	0.56459
Nufip2	4	0.97537	0.99021	1.0	18607	0	0.54368	0.0034718	0.0052183	0.142269	737	3	0.54368
Picalm	4	0.98387	0.9942	1.0	18827	0	0.52126	0.003498	0.0052188	0.142269	738	3	0.52126
Rpsa	4	0.79439	0.87567	1.0	14939	0	1.1335	0.0035216	0.0052188	0.142269	739	3	1.1335
Ubb	4	0.44951	0.665	1.0	10180	1	0.10872	0.0035434	0.0052849	0.142269	740	1	0.10872
Guk1	4	0.59332	0.74406	1.0	11749	1	0.72963	0.0035559	0.0052849	0.142269	741	3	0.72963
Gaa	4	0.96352	0.98448	1.0	18331	0	0.56663	0.0035815	0.0052854	0.142269	742	3	0.56663
Sh2b3	4	0.95414	0.97955	1.0	18121	0	0.49122	0.0035887	0.0052854	0.142269	743	3	0.49122
Scgb1b7	4	0.398	0.63776	1.0	9680	1	1.1492	0.0036105	0.0053036	0.142269	744	3	1.1492
Gale	4	0.9934	0.99832	1.0	19090	0	0.58182	0.0036118	0.0053036	0.142269	745	4	0.58182
Cpsf2	4	0.99638	0.99921	1.0	19206	0	0.79986	0.0036179	0.0053036	0.142269	746	4	0.79986
Rxra	4	0.96729	0.9868	1.0	18415	0	0.55285	0.0036281	0.0053041	0.142269	747	2	0.55285
Dnajb9	4	0.99637	0.99921	1.0	19205	0	0.45691	0.0036313	0.0053041	0.142269	748	4	0.45691
Gm20854	4	0.97458	0.98996	1.0	18586	0	0.45905	0.0036615	0.0053218	0.142269	749	3	0.45905
Nrbf2	4	0.98452	0.99428	1.0	18842	0	0.63045	0.0036995	0.0053663	0.142269	750	3	0.63045
Rfc4	4	0.9963	0.99914	1.0	19202	0	0.52774	0.0037048	0.0053663	0.142269	751	4	0.52774
Usp17lc	4	0.99629	0.99914	1.0	19201	0	0.48687	0.0037101	0.0053663	0.142269	752	4	0.48687
Nckap1l	4	0.99186	0.99753	1.0	19045	0	0.94039	0.0037111	0.0053663	0.142269	753	4	0.94039
Bloc1s5	4	0.99627	0.99914	1.0	19200	0	0.68296	0.0037329	0.0053668	0.142269	754	4	0.68296
Cenpk	4	0.99626	0.99914	1.0	19199	0	0.478	0.003742	0.0053893	0.142269	755	4	0.478
Gm10375	4	0.39397	0.63682	1.0	9645	1	0.60881	0.0037441	0.0053893	0.142269	756	2	0.60881
Nup214	4	0.99624	0.99914	1.0	19198	0	0.61852	0.0037634	0.0053893	0.142269	757	4	0.61852
Slmap	4	0.99623	0.99914	1.0	19197	0	0.53384	0.0037687	0.0053893	0.142269	758	4	0.53384
Mdc1	4	0.19291	0.42802	1.0	5903	1	0.59761	0.0037747	0.0053893	0.142269	759	3	0.59761
Olfr761	4	0.99622	0.99914	1.0	19196	0	0.44053	0.0037818	0.0053898	0.142269	760	4	0.44053
Pgk1	4	0.99619	0.99914	1.0	19195	0	0.67502	0.0038102	0.0053898	0.142269	761	4	0.67502
Fbxo28	4	0.99617	0.99914	1.0	19194	0	0.4343	0.0038334	0.0054099	0.142269	762	4	0.4343
Vmn1r2	4	0.64349	0.77414	1.0	12400	1	0.58478	0.0038391	0.0054277	0.142269	763	3	0.58478
Nuf2	4	0.77182	0.86248	1.0	14533	0	0.89206	0.0038495	0.0054277	0.142269	764	3	0.89206
Gm15114	4	0.16803	0.39094	1.0	5364	1	0.58132	0.0038835	0.0054281	0.142269	765	2	0.58132
Dnaaf5	4	0.77019	0.86161	1.0	14502	0	0.63688	0.0038957	0.0054497	0.142269	766	3	0.63688
Spidr	4	0.99484	0.99881	1.0	19140	0	0.59624	0.0039097	0.0054497	0.142269	767	4	0.59624
Ndufs7	4	0.99252	0.99793	1.0	19066	0	0.63331	0.0039168	0.0054497	0.142269	768	4	0.63331
Gtf2h4	4	0.99607	0.9991	1.0	19193	0	0.30877	0.0039329	0.0054497	0.142269	769	4	0.30877
Iars	4	0.096197	0.29857	1.0	3897	1	0.9197	0.003958	0.0054497	0.142269	770	3	0.9197
Naip5	4	0.99604	0.9991	1.0	19192	0	0.34808	0.0039606	0.0054497	0.142269	771	4	0.34808
Rpl36a	4	0.13258	0.34084	1.0	4652	1	0.71753	0.0039763	0.0054502	0.142269	772	3	0.71753
Obox3	4	0.99602	0.9991	1.0	19191	0	0.30294	0.0039765	0.0054502	0.142269	773	4	0.30294
Hist1h4h	4	0.82972	0.89838	1.0	15613	0	0.50251	0.0039962	0.0054502	0.142269	774	3	0.50251
Uroc1	4	0.58985	0.74221	1.0	11711	1	0.51834	0.0040106	0.0054502	0.142269	775	2	0.51834
Usp39	4	0.97056	0.98801	1.0	18485	0	1.0831	0.0040219	0.0054502	0.142269	776	3	1.0831
Gm14434	4	0.99596	0.9991	1.0	19188	0	0.51352	0.0040407	0.0054502	0.142269	777	4	0.51352
Slc35a2	4	0.9916	0.99749	1.0	19038	0	0.57601	0.0040551	0.0054621	0.142269	778	4	0.57601
Banf1	4	0.99327	0.99828	1.0	19087	0	0.76334	0.0040796	0.0054621	0.142269	779	4	0.76334
Gm13128	4	0.99591	0.99909	1.0	19186	0	0.34359	0.004086	0.0054621	0.142269	780	4	0.34359
Acd	4	0.61855	0.75911	1.0	12087	1	0.69565	0.0040898	0.0054621	0.142269	781	3	0.69565
Cdc40	4	0.82166	0.8932	1.0	15451	0	0.7573	0.00409	0.0054621	0.142269	782	3	0.7573
Fam210a	4	0.89752	0.94753	1.0	16965	0	0.58229	0.0040941	0.0054626	0.142269	783	3	0.58229
Cnep1r1	4	0.9959	0.99909	1.0	19184	0	0.45199	0.0041031	0.0054626	0.142269	784	4	0.45199
Zfp955b	4	0.99589	0.99909	1.0	19183	0	0.27049	0.0041105	0.0054626	0.142269	785	4	0.27049
Tex264	4	0.99348	0.99832	1.0	19097	0	0.70089	0.0041116	0.0054626	0.142269	786	4	0.70089
Smg9	4	0.98798	0.99563	1.0	18938	0	0.7022	0.004132	0.0054626	0.142269	787	3	0.7022
Gm6164	2	0.99586	0.99924	1.0	19181	0	0.82598	0.0041377	0.0027453	0.142269	788	2	0.82598
Gm15292	4	0.99586	0.99909	1.0	19180	0	0.5306	0.0041383	0.0054626	0.142269	789	4	0.5306
Defa25	4	0.15236	0.36953	1.0	5034	1	0.64619	0.0041407	0.0054626	0.142269	790	3	0.64619
Vac14	4	0.99586	0.99909	1.0	19179	0	0.39227	0.0041441	0.0054861	0.142269	791	4	0.39227
Nup43	4	0.9897	0.99687	1.0	18987	0	0.58136	0.00417	0.0055038	0.142269	792	3	0.58136
Tomm22	4	0.97798	0.99129	1.0	18682	0	0.63534	0.0042024	0.0055268	0.142269	793	3	0.63534
Wasf2	4	0.99579	0.99904	1.0	19176	0	0.55835	0.0042077	0.0055268	0.142269	794	4	0.55835
Rpp14	4	0.99577	0.99904	1.0	19174	0	0.56299	0.0042252	0.0055268	0.142269	795	4	0.56299
Muc13	4	0.99576	0.99904	1.0	19172	0	0.41102	0.0042402	0.0055273	0.142269	796	4	0.41102
Gm6710	4	0.6352	0.76854	1.0	12300	1	0.13293	0.0042459	0.0055273	0.142269	797	2	0.13293
Junb	4	0.98885	0.99654	1.0	18966	0	0.61309	0.0042513	0.0055273	0.142269	798	3	0.61309
BC147527	4	0.98122	0.99285	1.0	18753	0	0.60348	0.0042528	0.0055273	0.142269	799	3	0.60348
Cbx8	4	0.99572	0.99902	1.0	19171	0	0.32808	0.0042822	0.0055465	0.142269	800	4	0.32808
Olfr566	4	0.80865	0.88383	1.0	15213	0	0.37604	0.0043057	0.0055465	0.142269	801	2	0.37604
D1Ertd622e	4	0.99569	0.99902	1.0	19170	0	0.50027	0.0043092	0.0055465	0.142269	802	4	0.50027
Fam50a	4	0.98942	0.99666	1.0	18975	0	0.76292	0.0043213	0.0055469	0.142269	803	3	0.76292
Cbx3	4	0.99563	0.99902	1.0	19169	0	0.57909	0.0043705	0.0055632	0.142269	804	4	0.57909
Cramp1l	4	0.99488	0.99881	1.0	19141	0	0.65042	0.0043997	0.0055838	0.142269	805	4	0.65042
Txnl4b	4	0.99386	0.99839	1.0	19108	0	0.80931	0.0044153	0.0055843	0.142269	806	4	0.80931
Ncbp1	4	0.99558	0.999	1.0	19167	0	0.93194	0.0044221	0.0055843	0.142269	807	4	0.93194
Qrich1	4	0.9689	0.98757	1.0	18449	0	0.63407	0.0044351	0.0055843	0.142269	808	3	0.63407
Mrpl27	4	0.98194	0.99324	1.0	18772	0	0.60206	0.004455	0.0056447	0.142269	809	3	0.60206
Gm1979	4	0.99554	0.99898	1.0	19166	0	0.51979	0.0044575	0.0056672	0.142269	810	4	0.51979
Sprtn	4	0.99553	0.99898	1.0	19165	0	0.83667	0.004468	0.0056672	0.142269	811	4	0.83667
Vmn2r41	4	0.92981	0.96375	1.0	17632	0	0.7314	0.004478	0.0056672	0.142269	812	3	0.7314
Amy2a4	4	0.98624	0.9949	1.0	18888	0	0.602	0.0044904	0.0056672	0.142269	813	3	0.602
Dnajc17	4	0.59578	0.74587	1.0	11783	1	1.1585	0.0045226	0.0056677	0.142269	814	3	1.1585
8430419L09Rik	4	0.99547	0.99898	1.0	19163	0	0.5708	0.0045283	0.0056677	0.142269	815	4	0.5708
Snapc2	4	0.92749	0.96306	1.0	17581	0	0.74016	0.0045305	0.0056677	0.142269	816	3	0.74016
Tgs1	4	0.99542	0.99895	1.0	19162	0	0.59044	0.0045759	0.0057151	0.142269	817	4	0.59044
4930430A15Rik	4	0.99542	0.99895	1.0	19161	0	0.25994	0.0045803	0.0057151	0.142269	818	4	0.25994
Sae1	4	0.99541	0.99892	1.0	19160	0	0.49716	0.0045945	0.0057434	0.142269	819	4	0.49716
Polr1e	4	0.82959	0.89838	1.0	15610	0	0.13984	0.004597	0.0057434	0.142269	820	1	0.13984
Dgka	4	0.99538	0.99892	1.0	19159	0	0.35165	0.0046168	0.0057438	0.142269	821	4	0.35165
Nsmce4a	4	0.68433	0.80333	1.0	13013	1	0.55125	0.0046269	0.0057874	0.142269	822	2	0.55125
Gm8653	4	0.91147	0.95343	1.0	17249	0	0.358	0.0046472	0.0057874	0.142269	823	2	0.358
Brwd3	4	0.991	0.99727	1.0	19026	0	0.56869	0.0046966	0.0057879	0.142269	824	4	0.56869
Dhx37	4	0.9953	0.9989	1.0	19158	0	0.49877	0.0046984	0.0057879	0.142269	825	4	0.49877
1810026J23Rik	4	0.85598	0.92079	1.0	16133	0	0.31331	0.0046998	0.0057879	0.142269	826	2	0.31331
Hist1h3b	4	0.99528	0.9989	1.0	19156	0	0.91131	0.004722	0.0057879	0.142269	827	4	0.91131
Fam49a	4	0.30789	0.56253	1.0	8361	2	0.31123	0.0047243	0.0057879	0.142269	828	2	0.31123
Gm4177	4	0.98083	0.99236	1.0	18746	0	0.55796	0.0047316	0.0057879	0.142269	829	3	0.55796
Klf13	4	0.15218	0.36953	1.0	5032	1	0.61457	0.0047475	0.0057879	0.142269	830	3	0.61457
Fen1	4	0.99502	0.99881	1.0	19144	0	0.5709	0.004761	0.00581	0.142269	831	4	0.5709
Nbn	4	0.99521	0.99885	1.0	19154	0	0.51583	0.0047885	0.0058325	0.142269	832	4	0.51583
Hist1h2bp	4	0.76466	0.85604	1.0	14395	0	0.53447	0.0047976	0.0058603	0.142269	833	2	0.53447
Armc7	4	0.99519	0.99885	1.0	19153	0	0.5321	0.0048087	0.0058603	0.142269	834	4	0.5321
Daxx	4	0.99409	0.99857	1.0	19115	0	0.90417	0.0048149	0.0058603	0.142269	835	4	0.90417
Gnai2	4	0.96897	0.98757	1.0	18453	0	0.73639	0.004839	0.0058607	0.142269	836	3	0.73639
Wsb2	4	0.81687	0.89089	1.0	15363	0	0.63825	0.0048514	0.0058804	0.142269	837	3	0.63825
Mrps12	4	0.99515	0.99883	1.0	19151	0	0.29321	0.0048548	0.0058804	0.142269	838	4	0.29321
Cd300e	4	0.99514	0.99883	1.0	19150	0	0.26744	0.0048631	0.0058804	0.142269	839	4	0.26744
Gch1	4	0.90406	0.94934	1.0	17105	0	0.62181	0.004865	0.0058804	0.142269	840	3	0.62181
