"ID" "X[[i]]"
"6257" "REACTOME_CARNITINE_METABOLISM" "cpt1a"
"6258" "REACTOME_SIGNALING_BY_BMP" "ski"
"6259" "REACTOME_SIGNALING_BY_BMP" "smad4"
"6260" "REACTOME_SIGNALING_BY_BMP" "ube2d1"
"6261" "REACTOME_SIGNALING_BY_BMP" "amh"
"6262" "REACTOME_SIGNALING_BY_BMP" "zfyve16"
"6263" "REACTOME_SIGNALING_BY_BMP" "smurf2"
"6264" "REACTOME_SIGNALING_BY_BMP" "smad9"
"6265" "REACTOME_SIGNALING_BY_BMP" "acvr2a"
"6266" "REACTOME_SIGNALING_BY_ALK" "ptpn6"
"6267" "REACTOME_SIGNALING_BY_ALK" "hdac1"
"6268" "REACTOME_SIGNALING_BY_ALK" "hdac3"
"6269" "REACTOME_SIGNALING_BY_ALK" "ep300"
"6270" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "cdc73"
"6271" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "cul3"
"6272" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "chd8"
"6273" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd14"
"6274" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmb1"
"6275" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "csnk2b"
"6276" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psma4"
"6277" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "ash2l"
"6278" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "hdac1"
"6279" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "rps27a"
"6280" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd2"
"6281" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "rbx1"
"6282" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd12"
"6283" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "csnk1a1"
"6284" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psma6"
"6285" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd3"
"6286" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmc6"
"6287" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "leo1"
"6288" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "gsk3b"
"6289" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd4"
"6290" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmb7"
"6291" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmb2"
"6292" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmb5"
"6293" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "rbbp5"
"6294" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psma5"
"6295" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "axin2"
"6296" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psma7"
"6297" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "csnk2a1"
"6298" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "uba52"
"6299" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "xpo1"
"6300" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psma3"
"6301" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd6"
"6302" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psma2"
"6303" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd10"
"6304" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "ppp2r5c"
"6305" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmc4"
"6306" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmc5"
"6307" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "tcf7l2"
"6308" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "bcl9l"
"6309" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "ep300"
"6310" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "fzd1"
"6311" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "rspo2"
"6312" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "ppp2ca"
"6313" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "tcf7l1"
"6314" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "sox17"
"6315" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "axin1"
"6316" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd8"
"6317" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "psmd11"
"6318" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "ppp2cb"
"6319" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "ctnnb1"
"6320" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "tcf7"
"6321" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "usp8"
"6322" "REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT" "bcl9"
"6323" "REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL" "csnk2b"
"6324" "REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL" "csnk2a1"
"6325" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "cdc73"
"6326" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "ash2l"
"6327" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "hdac1"
"6328" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "leo1"
"6329" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "rbbp5"
"6330" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "tcf7l2"
"6331" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "bcl9l"
"6332" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "ep300"
"6333" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "tcf7l1"
"6334" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "ctnnb1"
"6335" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "tcf7"
"6336" "REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX" "bcl9"
"6337" "REACTOME_G_PROTEIN_ACTIVATION" "gng13"
"6338" "REACTOME_G_PROTEIN_ACTIVATION" "gngt1"
"6339" "REACTOME_G_PROTEIN_ACTIVATION" "pomc"
"6340" "REACTOME_G_PROTEIN_ACTIVATION" "gng8"
"6341" "REACTOME_G_PROTEIN_ACTIVATION" "gna15"
"6342" "REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION" "dnm2"
"6343" "REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION" "hsp90aa1"
"6344" "REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION" "calm3"
"6345" "REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION" "nos3"
"6346" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "loxl2"
"6347" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "mmp13"
"6348" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col4a6"
"6349" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "mmp9"
"6350" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "loxl3"
"6351" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "tll2"
"6352" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col6a1"
"6353" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "ctsb"
"6354" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col4a5"
"6355" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col9a2"
"6356" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col14a1"
"6357" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "lox"
"6358" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col12a1"
"6359" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col11a1"
"6360" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col6a2"
"6361" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "ctsl"
"6362" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "tll1"
"6363" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col15a1"
"6364" "REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES" "col2a1"
"6365" "REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS" "atp6ap2"
"6366" "REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS" "cpb1"
"6367" "REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS" "ctsz"
"6368" "REACTOME_KERATAN_SULFATE_BIOSYNTHESIS" "b4galt1"
"6369" "REACTOME_KERATAN_SULFATE_BIOSYNTHESIS" "st3gal2"
"6370" "REACTOME_KERATAN_SULFATE_BIOSYNTHESIS" "b3gnt4"
"6371" "REACTOME_KERATAN_SULFATE_BIOSYNTHESIS" "st3gal3"
"6372" "REACTOME_KERATAN_SULFATE_BIOSYNTHESIS" "b4gat1"
"6373" "REACTOME_KERATAN_SULFATE_BIOSYNTHESIS" "omd"
"6374" "REACTOME_KERATAN_SULFATE_BIOSYNTHESIS" "prelp"
"6375" "REACTOME_KERATAN_SULFATE_DEGRADATION" "ogn"
"6376" "REACTOME_KERATAN_SULFATE_DEGRADATION" "acan"
"6377" "REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS" "csgalnact2"
"6378" "REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS" "bcan"
"6379" "REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS" "bgn"
"6380" "REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS" "chsy1"
"6381" "REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS" "chst15"
"6382" "REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS" "dse"
"6383" "REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS" "bcan"
"6384" "REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS" "bgn"
"6385" "REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS" "ust"
"6386" "REACTOME_HS_GAG_BIOSYNTHESIS" "ext1"
"6387" "REACTOME_HS_GAG_BIOSYNTHESIS" "sdc2"
"6388" "REACTOME_HS_GAG_BIOSYNTHESIS" "hs3st2"
"6389" "REACTOME_HS_GAG_BIOSYNTHESIS" "hs3st1"
"6390" "REACTOME_HS_GAG_BIOSYNTHESIS" "hs6st1"
"6391" "REACTOME_HS_GAG_BIOSYNTHESIS" "hs3st5"
"6392" "REACTOME_HS_GAG_BIOSYNTHESIS" "ndst4"
"6393" "REACTOME_HS_GAG_BIOSYNTHESIS" "gpc2"
"6394" "REACTOME_HS_GAG_BIOSYNTHESIS" "agrn"
"6395" "REACTOME_HS_GAG_BIOSYNTHESIS" "hs3st6"
"6396" "REACTOME_HS_GAG_BIOSYNTHESIS" "gpc3"
"6397" "REACTOME_HS_GAG_BIOSYNTHESIS" "hs3st3a1"
"6398" "REACTOME_TCR_SIGNALING" "pak2"
"6399" "REACTOME_TCR_SIGNALING" "psmd14"
"6400" "REACTOME_TCR_SIGNALING" "fbxw11"
"6401" "REACTOME_TCR_SIGNALING" "pten"
"6402" "REACTOME_TCR_SIGNALING" "psmb1"
"6403" "REACTOME_TCR_SIGNALING" "psma4"
"6404" "REACTOME_TCR_SIGNALING" "rps27a"
"6405" "REACTOME_TCR_SIGNALING" "psmd2"
"6406" "REACTOME_TCR_SIGNALING" "psmd12"
"6407" "REACTOME_TCR_SIGNALING" "psma6"
"6408" "REACTOME_TCR_SIGNALING" "psmd3"
"6409" "REACTOME_TCR_SIGNALING" "psmc6"
"6410" "REACTOME_TCR_SIGNALING" "psmd4"
"6411" "REACTOME_TCR_SIGNALING" "psmb7"
"6412" "REACTOME_TCR_SIGNALING" "nfkb1"
"6413" "REACTOME_TCR_SIGNALING" "psmb2"
"6414" "REACTOME_TCR_SIGNALING" "psmb5"
"6415" "REACTOME_TCR_SIGNALING" "psma5"
"6416" "REACTOME_TCR_SIGNALING" "psma7"
"6417" "REACTOME_TCR_SIGNALING" "uba52"
"6418" "REACTOME_TCR_SIGNALING" "psma3"
"6419" "REACTOME_TCR_SIGNALING" "psmd6"
"6420" "REACTOME_TCR_SIGNALING" "psma2"
"6421" "REACTOME_TCR_SIGNALING" "psmd10"
"6422" "REACTOME_TCR_SIGNALING" "psmc4"
"6423" "REACTOME_TCR_SIGNALING" "psmc5"
"6424" "REACTOME_TCR_SIGNALING" "cd247"
"6425" "REACTOME_TCR_SIGNALING" "ikbkb"
"6426" "REACTOME_TCR_SIGNALING" "pag1"
"6427" "REACTOME_TCR_SIGNALING" "cul1"
"6428" "REACTOME_TCR_SIGNALING" "ptprj"
"6429" "REACTOME_TCR_SIGNALING" "itk"
"6430" "REACTOME_TCR_SIGNALING" "psmd8"
"6431" "REACTOME_TCR_SIGNALING" "psmd11"
"6432" "REACTOME_TCR_SIGNALING" "zap70"
"6433" "REACTOME_HS_GAG_DEGRADATION" "hpse2"
"6434" "REACTOME_HS_GAG_DEGRADATION" "sdc2"
"6435" "REACTOME_HS_GAG_DEGRADATION" "hpse"
"6436" "REACTOME_HS_GAG_DEGRADATION" "idua"
"6437" "REACTOME_HS_GAG_DEGRADATION" "sgsh"
"6438" "REACTOME_HS_GAG_DEGRADATION" "ids"
"6439" "REACTOME_HS_GAG_DEGRADATION" "gpc2"
"6440" "REACTOME_HS_GAG_DEGRADATION" "agrn"
"6441" "REACTOME_HS_GAG_DEGRADATION" "gpc3"
"6442" "REACTOME_HS_GAG_DEGRADATION" "gpc5"
"6443" "REACTOME_HS_GAG_DEGRADATION" "sdc1"
"6444" "REACTOME_HS_GAG_DEGRADATION" "naglu"
"6445" "REACTOME_CS_DS_DEGRADATION" "idua"
"6446" "REACTOME_CS_DS_DEGRADATION" "hyal3"
"6447" "REACTOME_CS_DS_DEGRADATION" "vcan"
"6448" "REACTOME_CS_DS_DEGRADATION" "hexa"
"6449" "REACTOME_CS_DS_DEGRADATION" "cspg5"
"6450" "REACTOME_CS_DS_DEGRADATION" "ids"
"6451" "REACTOME_CS_DS_DEGRADATION" "hexb"
"6452" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmd14"
"6453" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "fbxw11"
"6454" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "pten"
"6455" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmb1"
"6456" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psma4"
"6457" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "rps27a"
"6458" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmd2"
"6459" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmd12"
"6460" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psma6"
"6461" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmd3"
"6462" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmc6"
"6463" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmd4"
"6464" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmb7"
"6465" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "nfkb1"
"6466" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmb2"
"6467" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmb5"
"6468" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psma5"
"6469" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psma7"
"6470" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "uba52"
"6471" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psma3"
"6472" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmd6"
"6473" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psma2"
"6474" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmd10"
"6475" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmc4"
"6476" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "psmc5"
"6477" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "cd247"
"6478" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "ikbkb"
"6479" "REACTOME_DOWNSTREAM_TCR_SIGNALING" "cul1"
"6480" "REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS" "h2-eb1"
"6481" "REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS" "lck"
"6482" "REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS" "ptpn22"
"6483" "REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS" "cd4"
"6484" "REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE" "h2-eb1"
"6485" "REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE" "lck"
"6486" "REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE" "ptpn22"
"6487" "REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE" "cd4"
"6488" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "pak2"
"6489" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "cd247"
"6490" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "itk"
"6491" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "zap70"
"6492" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "fyb"
"6493" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "cd3e"
"6494" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "h2-eb2"
"6495" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "pak1"
"6496" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "nck1"
"6497" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "lcp2"
"6498" "REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES" "cd3d"
"6499" "REACTOME_CALCINEURIN_ACTIVATES_NFAT" "ppp3cb"
"6500" "REACTOME_CALCINEURIN_ACTIVATES_NFAT" "calm3"
"6501" "REACTOME_CALCINEURIN_ACTIVATES_NFAT" "nfatc3"
"6502" "REACTOME_CALCINEURIN_ACTIVATES_NFAT" "fkbp1a"
"6503" "REACTOME_CALCINEURIN_ACTIVATES_NFAT" "calm2"
"6504" "REACTOME_ERKS_ARE_INACTIVATED" "ppp2r1b"
"6505" "REACTOME_ERKS_ARE_INACTIVATED" "mapk7"
"6506" "REACTOME_ERKS_ARE_INACTIVATED" "ppp2r5d"
"6507" "REACTOME_ERKS_ARE_INACTIVATED" "dusp6"
"6508" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "ptpn6"
"6509" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "itgb2"
"6510" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "itgam"
"6511" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "sdc4"
"6512" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "fcamr"
"6513" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "ptpn11"
"6514" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "ceacam1"
"6515" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "tgfb1"
"6516" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "jam3"
"6517" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "sirpb1a"
"6518" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "hras"
"6519" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "psg22"
"6520" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "f11r"
"6521" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "sirpb1b"
"6522" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "cd47"
"6523" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "cxadr"
"6524" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "shc1"
"6525" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "sirpa"
"6526" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "esam"
"6527" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "sdc3"
"6528" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "yes1"
"6529" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "tnfrsf10b"
"6530" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "src"
"6531" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "dok2"
"6532" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "gm5150"
"6533" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "pf4"
"6534" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "cd74"
"6535" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" "ceacam2"
"6536" "REACTOME_SIGNALING_BY_HIPPO" "ywhab"
"6537" "REACTOME_SIGNALING_BY_HIPPO" "stk4"
"6538" "REACTOME_SIGNALING_BY_HIPPO" "ywhae"
"6539" "REACTOME_SIGNALING_BY_HIPPO" "casp3"
"6540" "REACTOME_SIGNALING_BY_HIPPO" "tjp1"
"6541" "REACTOME_SIGNALING_BY_HIPPO" "wwtr1"
"6542" "REACTOME_SIGNALING_BY_HIPPO" "amotl1"
"6543" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "nckap1l"
"6544" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "syk"
"6545" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "cdc42"
"6546" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "brk1"
"6547" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "actb"
"6548" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "hsp90ab1"
"6549" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "vav1"
"6550" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "wasf2"
"6551" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "cyfip1"
"6552" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "btk"
"6553" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "myo1c"
"6554" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "abi1"
"6555" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "prkce"
"6556" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "hsp90aa1"
"6557" "REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS" "myh9"
"6558" "REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS" "syk"
